STATE,DISTRICT,TEH_NAME,BLOCK_NAME,LAT,LON,SITE_NAME,SITE_TYPE,WLCODE,YEAR_OBS,MONSOON,POMRB,POMKH,PREMON
TN,Chennai,Chennai,Chennai,13.05833333,80.25972222,"Thousand Lights","Dug Well",W01778,1998,5.2,3.7,4.57,4.68
TN,Chennai,Chennai,Chennai,13.12083333,80.26666667,Perambur,"Dug Well",W01773,1998,4.6,2.9,3.15,4.75
TN,Chennai,Chennai,Chennai,13.025,80.26916667,Mandaveli,"Dug Well",W01772,1998,2.93,1.85,1.35,3.15
TN,Chennai,Chennai,Chennai,13.11666667,80.26666667,Tondiarpet-1,"Dug Well",W01780,1998,3.7,2.03,3.87,3.43
TN,Chennai,Chennai,Chennai,13.05,80.21666667,Kodambakkam,"Dug Well",W01771,1998,NA,2.44,4.04,4.6
TN,Chennai,Chennai,Chennai,13.025,80.25833333,Alwarpet,"Dug Well",W01764,1998,3.37,2.17,1.77,3.12
TN,Chennai,Chennai,Chennai,13.0625,80.27916667,Chepauk,"Dug Well",W01767,1998,2.43,2.29,'0.7,2.75
TN,Chennai,Chennai,Chennai,13.08333333,80.27083333,Vepery,"Dug Well",W01783,1998,5.36,5.71,1.6,5.44
TN,Chennai,Chennai,Chennai,13.03333333,80.28055556,Santhome,"Dug Well",W01775,1998,2.84,3.4,2.19,2.74
TN,Chennai,Chennai,Chennai,13.06666667,80.22777778,Aminjikarai,"Dug Well",W01765,1998,8.84,5.69,6.84,8.29
TN,Chennai,Chennai,Chennai,13.00555556,80.24861111,Taramani,"Dug Well",W01776,1998,1.75,2.75,'0.55,2.05
TN,Chennai,Chennai,Chennai,13.10138889,80.22777778,Villivakkam,"Dug Well",W01784,1998,4.12,2.52,2.72,4.05
TN,Chennai,Chennai,Chennai,13.07777778,80.22916667,Thiyagarayanagar,"Dug Well",W01777,1998,4.77,2.86,3.39,4.44
TN,Chennai,Chennai,Chennai,13.07777778,80.22916667,Thiyagarayanagar,"Dug Well",W01777,1997,4.44,'0.54,'0.72,4.09
TN,Chennai,Chennai,Chennai,13.00555556,80.24861111,Taramani,"Dug Well",W01776,1997,1.35,NA,NA,1.7
TN,Chennai,Chennai,Chennai,13.03333333,80.28055556,Santhome,"Dug Well",W01775,1997,1.91,2.07,1.66,3.11
TN,Chennai,Chennai,Chennai,13.12083333,80.26666667,Perambur,"Dug Well",W01773,1997,3.5,'0.67,1.57,3.6
TN,Chennai,Chennai,Chennai,13.025,80.26916667,Mandaveli,"Dug Well",W01772,1997,2.92,1.06,'0.25,2.39
TN,Chennai,Chennai,Chennai,13.05,80.21666667,Kodambakkam,"Dug Well",W01771,1997,4.49,'0.88,'0.64,3.94
TN,Chennai,Chennai,Chennai,13.0625,80.27916667,Chepauk,"Dug Well",W01767,1997,2.33,1,'0.84,2.4
TN,Chennai,Chennai,Chennai,13.06666667,80.22777778,Aminjikarai,"Dug Well",W01765,1997,7.54,3.47,4.09,6.96
TN,Chennai,Chennai,Chennai,13.025,80.25833333,Alwarpet,"Dug Well",W01764,1997,3.07,'0.98,1.04,3
TN,Chennai,Chennai,Chennai,13.10138889,80.22777778,Villivakkam,"Dug Well",W01784,1997,3.97,'0.29,'0.12,3.54
TN,Chennai,Chennai,Chennai,13.08333333,80.27083333,Vepery,"Dug Well",W01783,1997,4.65,'0.84,1.54,4.89
TN,Chennai,Chennai,Chennai,13.11666667,80.26666667,Tondiarpet-1,"Dug Well",W01780,1997,3.3,1.32,1.22,2.95
TN,Chennai,Chennai,Chennai,13.05833333,80.25972222,"Thousand Lights","Dug Well",W01778,1997,4.75,3.22,3,4.64
TN,Chennai,Chennai,Chennai,13.12083333,80.26666667,Perambur,"Dug Well",W01773,1996,3.06,3.15,1.33,5.75
TN,Chennai,Chennai,Chennai,13.11666667,80.26666667,Tondiarpet-1,"Dug Well",W01780,1996,3.06,3.33,2.27,4.98
TN,Chennai,Chennai,Chennai,13.10138889,80.22777778,Villivakkam,"Dug Well",W01784,1996,1.94,2.86,'0.5,4.58
TN,Chennai,Chennai,Chennai,13.025,80.26916667,Mandaveli,"Dug Well",W01772,1996,2.67,2.71,1.35,3.65
TN,Chennai,Chennai,Chennai,13.05,80.21666667,Kodambakkam,"Dug Well",W01771,1996,3.82,4.34,1.21,7.32
TN,Chennai,Chennai,Chennai,13.08333333,80.27083333,Vepery,"Dug Well",W01783,1996,1.7,3.48,'0.8,5.16
TN,Chennai,Chennai,Chennai,13.07777778,80.22916667,Thiyagarayanagar,"Dug Well",W01777,1996,5.06,5.02,2.8,6.9
TN,Chennai,Chennai,Chennai,13.0625,80.27916667,Chepauk,"Dug Well",W01767,1996,1.19,1.85,1.27,2.6
TN,Chennai,Chennai,Chennai,13.03333333,80.28055556,Santhome,"Dug Well",W01775,1996,2.1,2.46,2.35,3.1
TN,Chennai,Chennai,Chennai,13.06666667,80.22777778,Aminjikarai,"Dug Well",W01765,1996,7.5,7.48,5.61,9.85
TN,Chennai,Chennai,Chennai,13.05833333,80.25972222,"Thousand Lights","Dug Well",W01778,1996,5.75,5.66,5.04,10.02
TN,Chennai,Chennai,Chennai,13.00555556,80.24861111,Taramani,"Dug Well",W01776,1996,1.15,1.59,1.15,4.03
TN,Chennai,Chennai,Chennai,13.025,80.25833333,Alwarpet,"Dug Well",W01764,1996,3.6,3.47,1.85,5.04
